Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A12003A_001,SE_A12003A_002,SE_A12003A_003,SE_A12003B_001,SE_A12003B_002,SE_A12003B_003,SE_A17005A_001,SE_A17005A_002,SE_A17005A_003,SE_A17005B_001,SE_A17005B_002,SE_A17005B_003,SE_A17006A_001,SE_A17006A_002,SE_A17006A_003,SE_A17006B_001,SE_A17006B_002,SE_A17006B_003,SE_A17006D_001,SE_A17006D_002,SE_A17006D_003,SE_A17006H_001,SE_A17006H_002,SE_A17006H_003
"02164","05000US02164","Lake and Peninsula Borough, Alaska","Lake and Peninsula Borough, Alaska","ak","050","00","ACSSF","0000028",,,,,"02","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,36,39,2,37,347,296,51,322,285,37,209,206,3,8,8,0,23,23,0,11,9,2
"02170","05000US02170","Matanuska-Susitna Borough, Alaska","Matanuska-Susitna Borough, Alaska","ak","050","00","ACSSF","0000029",,,,,"02","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2965,179,2786,2516,113,2403,26835,24232,2603,20506,18463,2043,40849,37293,3556,473,443,30,569,529,40,2002,1755,247
"02180","05000US02180","Nome Census Area, Alaska","Nome Census Area, Alaska","ak","050","00","ACSSF","0000030",,,,,"02","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,23,319,308,20,288,2315,1855,460,2048,1784,264,1089,1051,38,38,33,5,128,125,3,110,83,27
"02185","05000US02185","North Slope Borough, Alaska","North Slope Borough, Alaska","ak","050","00","ACSSF","0000031",,,,,"02","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,16,239,219,13,206,4056,3679,377,1921,1733,188,2909,2851,58,45,45,0,408,377,31,195,161,34
"02188","05000US02188","Northwest Arctic Borough, Alaska","Northwest Arctic Borough, Alaska","ak","050","00","ACSSF","0000032",,,,,"02","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,16,255,251,22,229,1915,1475,440,1408,1179,229,689,665,24,44,44,0,61,61,0,127,127,0
"02195","05000US02195","Petersburg Borough, Alaska","Petersburg Borough, Alaska","ak","050","00","ACSSF","0000033",,,,,"02","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,3,90,63,0,63,978,914,64,748,730,18,1331,1277,54,10,9,1,156,146,10,257,253,4
"02198","05000US02198","Prince of Wales-Hyder Census Area, Alaska","Prince of Wales-Hyder Census Area, Alaska","ak","050","00","ACSSF","0000034",,,,,"02","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,1,169,145,3,142,1768,1503,265,1445,1277,168,1685,1554,131,10,10,0,36,36,0,90,82,8
"02220","05000US02220","Sitka City and Borough, Alaska","Sitka City and Borough, Alaska","ak","050","00","ACSSF","0000035",,,,,"02","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,27,210,247,0,247,2626,2458,168,2323,2244,79,3359,3269,90,37,37,0,394,385,9,306,250,56
"02230","05000US02230","Skagway Municipality, Alaska","Skagway Municipality, Alaska","ak","050","00","ACSSF","0000036",,,,,"02","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,26,19,0,19,467,427,40,294,274,20,616,570,46,9,9,0,42,42,0,51,47,4
"02240","05000US02240","Southeast Fairbanks Census Area, Alaska","Southeast Fairbanks Census Area, Alaska","ak","050","00","ACSSF","0000037",,,,,"02","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,13,168,177,6,171,2083,1828,255,1278,1113,165,2808,2549,259,23,23,0,65,65,0,109,81,28
"02261","05000US02261","Valdez-Cordova Census Area, Alaska","Valdez-Cordova Census Area, Alaska","ak","050","00","ACSSF","0000038",,,,,"02","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,1,214,105,10,95,2871,2582,289,2268,2173,95,4061,3776,285,13,6,7,141,137,4,203,196,7
"02275","05000US02275","Wrangell City and Borough, Alaska","Wrangell City and Borough, Alaska","ak","050","00","ACSSF","0000039",,,,,"02","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5,55,56,0,56,667,610,57,511,485,26,813,766,47,2,2,0,46,46,0,36,36,0
"02282","05000US02282","Yakutat City and Borough, Alaska","Yakutat City and Borough, Alaska","ak","050","00","ACSSF","0000040",,,,,"02","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,10,0,10,234,216,18,169,161,8,194,186,8,6,6,0,30,30,0,18,12,6
"02290","05000US02290","Yukon-Koyukuk Census Area, Alaska","Yukon-Koyukuk Census Area, Alaska","ak","050","00","ACSSF","0000041",,,,,"02","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,14,137,158,20,138,1403,1062,341,1189,1020,169,715,668,47,0,0,0,30,30,0,51,44,7
"04001","05000US04001","Apache County, Arizona","Apache County, Arizona","az","050","00","ACSSF","0000013",,,,,"04","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2446,133,2313,2553,97,2456,10466,8747,1719,10714,9450,1264,6161,5650,511,163,138,25,125,110,15,1370,1230,140
"04003","05000US04003","Cochise County, Arizona","Cochise County, Arizona","az","050","00","ACSSF","0000014",,,,,"04","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3188,84,3104,2987,52,2935,24087,22265,1822,22908,21139,1769,39803,36881,2922,1824,1643,181,1090,1038,52,15716,14329,1387
"04005","05000US04005","Coconino County, Arizona","Coconino County, Arizona","az","050","00","ACSSF","0000015",,,,,"04","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5547,199,5348,8214,122,8092,36483,33295,3188,34733,31988,2745,49434,45962,3472,961,876,85,1329,1239,90,9612,8607,1005
"04007","05000US04007","Gila County, Arizona","Gila County, Arizona","az","050","00","ACSSF","0000016",,,,,"04","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,97,954,1017,28,989,10739,9403,1336,9882,8813,1069,16303,14886,1417,35,35,0,212,199,13,4099,3731,368
"04009","05000US04009","Graham County, Arizona","Graham County, Arizona","az","050","00","ACSSF","0000017",,,,,"04","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229,116,1113,1055,7,1048,7480,6544,936,6654,5868,786,11515,10522,993,167,133,34,137,125,12,4536,3964,572
"04011","05000US04011","Greenlee County, Arizona","Greenlee County, Arizona","az","050","00","ACSSF","0000018",,,,,"04","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,38,301,212,7,205,2478,2398,80,1499,1277,222,3513,3277,236,101,70,31,33,9,24,1828,1678,150
"04012","05000US04012","La Paz County, Arizona","La Paz County, Arizona","az","050","00","ACSSF","0000019",,,,,"04","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,50,506,399,24,375,3931,3682,249,3224,2792,432,5016,4505,511,96,96,0,79,79,0,2573,2304,269
"04013","05000US04013","Maricopa County, Arizona","Maricopa County, Arizona","az","050","00","ACSSF","0000020",,,,,"04","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116356,6964,109392,108546,4768,103778,1108627,1039516,69111,944598,889499,55099,1610695,1523085,87610,111531,100973,10558,86307,82240,4067,583226,543535,39691
"04015","05000US04015","Mohave County, Arizona","Mohave County, Arizona","az","050","00","ACSSF","0000021",,,,,"04","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4509,614,3895,3994,314,3680,40385,35865,4520,37242,33909,3333,69417,62543,6874,625,474,151,1350,1280,70,14648,13465,1183
"04017","05000US04017","Navajo County, Arizona","Navajo County, Arizona","az","050","00","ACSSF","0000022",,,,,"04","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485,196,3289,2915,218,2697,20514,16757,3757,19147,16429,2718,20940,18863,2077,291,254,37,350,327,23,4319,3715,604
"04019","05000US04019","Pima County, Arizona","Pima County, Arizona","az","050","00","ACSSF","0000023",,,,,"04","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28519,2037,26482,27976,1154,26822,246862,226394,20468,226620,207084,19536,364642,337094,27548,16642,14764,1878,14544,13657,887,175047,158087,16960
"04021","05000US04021","Pinal County, Arizona","Pinal County, Arizona","az","050","00","ACSSF","0000024",,,,,"04","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10925,1281,9644,9238,774,8464,84442,77747,6695,72825,67183,5642,125945,117033,8912,7392,6402,990,3359,3275,84,48196,44441,3755
"04023","05000US04023","Santa Cruz County, Arizona","Santa Cruz County, Arizona","az","050","00","ACSSF","0000025",,,,,"04","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523,68,1455,1641,36,1605,10160,9545,615,8918,7876,1042,16654,15242,1412,122,101,21,138,138,0,16008,14446,1562
"04025","05000US04025","Yavapai County, Arizona","Yavapai County, Arizona","az","050","00","ACSSF","0000026",,,,,"04","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992,333,4659,4287,109,4178,47527,44155,3372,42629,39380,3249,82317,76559,5758,696,625,71,989,909,80,13754,12658,1096
"04027","05000US04027","Yuma County, Arizona","Yuma County, Arizona","az","050","00","ACSSF","0000027",,,,,"04","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6312,330,5982,5658,168,5490,48080,43356,4724,35948,31535,4413,59170,53061,6109,2021,1893,128,1262,1153,109,57251,50028,7223
"05001","05000US05001","Arkansas County, Arkansas","Arkansas County, Arkansas","ar","050","00","ACSSF","0000013",,,,,"05","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,99,516,452,18,434,4515,4057,458,4143,3863,280,6504,6167,337,2094,1693,401,0,0,0,248,248,0
"05003","05000US05003","Ashley County, Arkansas","Ashley County, Arkansas","ar","050","00","ACSSF","0000014",,,,,"05","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,7,516,425,29,396,4554,4185,369,4221,3720,501,6844,6307,537,1703,1370,333,0,0,0,446,393,53
"05005","05000US05005","Baxter County, Arkansas","Baxter County, Arkansas","ar","050","00","ACSSF","0000015",,,,,"05","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,62,732,700,39,661,8352,7895,457,8548,8031,517,16212,15249,963,28,17,11,102,102,0,445,409,36
"05007","05000US05007","Benton County, Arkansas","Benton County, Arkansas","ar","050","00","ACSSF","0000016",,,,,"05","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6807,275,6532,6633,183,6450,68049,65914,2135,55569,53899,1670,108626,105321,3305,2224,2143,81,4952,4810,142,19888,19251,637
"05009","05000US05009","Boone County, Arkansas","Boone County, Arkansas","ar","050","00","ACSSF","0000017",,,,,"05","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,108,801,825,23,802,9041,8463,578,7750,7310,440,16319,15342,977,89,88,1,37,37,0,358,333,25
"05011","05000US05011","Bradley County, Arkansas","Bradley County, Arkansas","ar","050","00","ACSSF","0000018",,,,,"05","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,21,276,297,0,297,2460,2291,169,2079,1821,258,2872,2675,197,1280,1094,186,0,0,0,670,611,59
"05013","05000US05013","Calhoun County, Arkansas","Calhoun County, Arkansas","ar","050","00","ACSSF","0000019",,,,,"05","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,28,91,117,0,117,1366,1291,75,984,924,60,1907,1792,115,427,407,20,0,0,0,53,53,0
"05015","05000US05015","Carroll County, Arkansas","Carroll County, Arkansas","ar","050","00","ACSSF","0000020",,,,,"05","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,0,633,596,0,596,6422,6124,298,5594,5276,318,11275,10691,584,22,22,0,80,80,0,1760,1655,105
"05017","05000US05017","Chicot County, Arkansas","Chicot County, Arkansas","ar","050","00","ACSSF","0000021",,,,,"05","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,21,386,258,0,258,1944,1733,211,2127,1926,201,1762,1688,74,2189,1855,334,24,24,0,169,169,0
"05019","05000US05019","Clark County, Arkansas","Clark County, Arkansas","ar","050","00","ACSSF","0000022",,,,,"05","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,22,1109,1211,0,1211,5383,5101,282,5392,5190,202,8016,7719,297,2391,2220,171,81,75,6,401,389,12
"05021","05000US05021","Clay County, Arkansas","Clay County, Arkansas","ar","050","00","ACSSF","0000023",,,,,"05","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,23,340,323,13,310,3525,3320,205,3057,2914,143,6447,6099,348,21,21,0,0,0,0,163,157,6
"05023","05000US05023","Cleburne County, Arkansas","Cleburne County, Arkansas","ar","050","00","ACSSF","0000024",,,,,"05","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,39,522,560,11,549,5932,5632,300,4804,4510,294,10604,10010,594,15,15,0,0,0,0,305,303,2
"05025","05000US05025","Cleveland County, Arkansas","Cleveland County, Arkansas","ar","050","00","ACSSF","0000025",,,,,"05","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,17,298,248,0,248,1951,1802,149,1648,1560,88,3198,3040,158,356,277,79,0,0,0,63,63,0
"05027","05000US05027","Columbia County, Arkansas","Columbia County, Arkansas","ar","050","00","ACSSF","0000026",,,,,"05","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,118,927,1164,29,1135,5592,5004,588,5323,4873,450,6933,6526,407,3502,2871,631,108,108,0,336,336,0
"05029","05000US05029","Conway County, Arkansas","Conway County, Arkansas","ar","050","00","ACSSF","0000027",,,,,"05","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,23,405,408,24,384,4725,4358,367,4293,4019,274,7793,7269,524,952,835,117,13,13,0,367,335,32
"05031","05000US05031","Craighead County, Arkansas","Craighead County, Arkansas","ar","050","00","ACSSF","0000028",,,,,"05","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3055,97,2958,3243,121,3122,27079,25607,1472,24237,22609,1628,41614,39775,1839,7173,6132,1041,578,549,29,2253,2087,166
"05033","05000US05033","Crawford County, Arkansas","Crawford County, Arkansas","ar","050","00","ACSSF","0000029",,,,,"05","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687,58,1629,1401,70,1331,14842,13829,1013,12611,11922,689,24784,23407,1377,303,303,0,572,502,70,1953,1855,98
"05035","05000US05035","Crittenden County, Arkansas","Crittenden County, Arkansas","ar","050","00","ACSSF","0000030",,,,,"05","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357,23,1334,1306,71,1235,11007,10232,775,11138,10050,1088,10725,10312,413,10253,8878,1375,189,189,0,502,414,88
"05037","05000US05037","Cross County, Arkansas","Cross County, Arkansas","ar","050","00","ACSSF","0000031",,,,,"05","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,40,523,483,26,457,4085,3780,305,3689,3462,227,5956,5585,371,1645,1486,159,11,11,0,117,117,0
"05039","05000US05039","Dallas County, Arkansas","Dallas County, Arkansas","ar","050","00","ACSSF","0000032",,,,,"05","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,0,169,183,0,183,1603,1476,127,1507,1434,73,1646,1515,131,1357,1293,64,52,47,5,35,35,0
"05041","05000US05041","Desha County, Arkansas","Desha County, Arkansas","ar","050","00","ACSSF","0000033",,,,,"05","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,6,342,439,19,420,2518,2203,315,2540,2237,303,2615,2389,226,2219,1833,386,5,5,0,256,256,0
"05043","05000US05043","Drew County, Arkansas","Drew County, Arkansas","ar","050","00","ACSSF","0000034",,,,,"05","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,53,603,891,18,873,4111,3753,358,4271,3876,395,5821,5530,291,2378,1919,459,17,17,0,256,233,23
"05045","05000US05045","Faulkner County, Arkansas","Faulkner County, Arkansas","ar","050","00","ACSSF","0000035",,,,,"05","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302,111,4191,4050,125,3925,31897,30148,1749,28459,27158,1301,50785,48365,2420,7062,6509,553,514,514,0,1849,1773,76
"05047","05000US05047","Franklin County, Arkansas","Franklin County, Arkansas","ar","050","00","ACSSF","0000036",,,,,"05","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,26,456,460,36,424,3538,3166,372,3525,3432,93,6731,6268,463,60,60,0,75,75,0,215,212,3
"05049","05000US05049","Fulton County, Arkansas","Fulton County, Arkansas","ar","050","00","ACSSF","0000037",,,,,"05","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,55,259,221,2,219,2299,2097,202,2138,2035,103,4323,4034,289,0,0,0,0,0,0,109,109,0
"05051","05000US05051","Garland County, Arkansas","Garland County, Arkansas","ar","050","00","ACSSF","0000038",,,,,"05","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286,105,2181,2089,159,1930,22809,20375,2434,20938,19425,1513,37934,35092,2842,3450,2667,783,215,215,0,2235,2087,148
"05053","05000US05053","Grant County, Arkansas","Grant County, Arkansas","ar","050","00","ACSSF","0000039",,,,,"05","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,13,488,483,3,480,4392,4037,355,3886,3524,362,7989,7280,709,149,141,8,0,0,0,155,129,26
"05055","05000US05055","Greene County, Arkansas","Greene County, Arkansas","ar","050","00","ACSSF","0000040",,,,,"05","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268,50,1218,1045,24,1021,11252,10397,855,9280,8696,584,19592,18233,1359,294,294,0,56,56,0,581,477,104
"05057","05000US05057","Hempstead County, Arkansas","Hempstead County, Arkansas","ar","050","00","ACSSF","0000041",,,,,"05","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,21,674,450,0,450,4946,4622,324,4478,4197,281,5683,5433,250,2782,2486,296,2,2,0,1000,928,72
"05059","05000US05059","Hot Spring County, Arkansas","Hot Spring County, Arkansas","ar","050","00","ACSSF","0000042",,,,,"05","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,38,690,639,12,627,7834,7259,575,6421,6119,302,12325,11609,716,1536,1392,144,34,17,17,416,416,0
"05061","05000US05061","Howard County, Arkansas","Howard County, Arkansas","ar","050","00","ACSSF","0000043",,,,,"05","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,111,238,385,26,359,3217,3039,178,2681,2521,160,4004,3789,215,1181,1109,72,13,13,0,740,707,33
"05063","05000US05063","Independence County, Arkansas","Independence County, Arkansas","ar","050","00","ACSSF","0000044",,,,,"05","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036,7,1029,1001,22,979,9017,8520,497,7261,6785,476,15083,14201,882,391,376,15,140,120,20,949,887,62
"05065","05000US05065","Izard County, Arkansas","Izard County, Arkansas","ar","050","00","ACSSF","0000045",,,,,"05","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,17,229,311,13,298,2708,2302,406,2395,2313,82,4990,4509,481,0,0,0,0,0,0,14,7,7
"05067","05000US05067","Jackson County, Arkansas","Jackson County, Arkansas","ar","050","00","ACSSF","0000046",,,,,"05","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,11,375,318,51,267,3794,3588,206,2333,2112,221,5073,4720,353,896,834,62,0,0,0,186,123,63
"05069","05000US05069","Jefferson County, Arkansas","Jefferson County, Arkansas","ar","050","00","ACSSF","0000047",,,,,"05","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,98,1918,1847,52,1795,14182,12757,1425,15675,14117,1558,12257,11565,692,16518,14295,2223,357,357,0,572,572,0
"05071","05000US05071","Johnson County, Arkansas","Johnson County, Arkansas","ar","050","00","ACSSF","0000048",,,,,"05","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,102,710,632,7,625,5991,5610,381,4955,4817,138,10131,9646,485,163,163,0,192,192,0,1448,1425,23
"05073","05000US05073","Lafayette County, Arkansas","Lafayette County, Arkansas","ar","050","00","ACSSF","0000049",,,,,"05","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,40,210,122,4,118,1468,1332,136,1346,1248,98,1811,1646,165,965,896,69,20,20,0,51,51,0
"05075","05000US05075","Lawrence County, Arkansas","Lawrence County, Arkansas","ar","050","00","ACSSF","0000050",,,,,"05","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,31,436,459,68,391,3752,3394,358,3271,3054,217,6859,6334,525,40,29,11,12,12,0,88,53,35
"05077","05000US05077","Lee County, Arkansas","Lee County, Arkansas","ar","050","00","ACSSF","0000051",,,,,"05","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,0,204,177,0,177,1833,1615,218,1523,1227,296,1545,1457,88,1752,1359,393,0,0,0,80,80,0
"05079","05000US05079","Lincoln County, Arkansas","Lincoln County, Arkansas","ar","050","00","ACSSF","0000052",,,,,"05","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,49,259,186,11,175,1677,1506,171,1979,1853,126,2839,2612,227,749,691,58,0,0,0,94,94,0
"05081","05000US05081","Little River County, Arkansas","Little River County, Arkansas","ar","050","00","ACSSF","0000053",,,,,"05","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,4,134,307,12,295,2682,2381,301,2471,2242,229,3698,3433,265,1244,979,265,1,1,0,133,133,0
"05083","05000US05083","Logan County, Arkansas","Logan County, Arkansas","ar","050","00","ACSSF","0000054",,,,,"05","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,17,636,384,4,380,4605,4184,421,4465,4155,310,8560,7900,660,103,103,0,139,89,50,280,264,16
"05085","05000US05085","Lonoke County, Arkansas","Lonoke County, Arkansas","ar","050","00","ACSSF","0000055",,,,,"05","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765,104,1661,1993,13,1980,18147,17138,1009,16077,15439,638,31039,29588,1451,1699,1562,137,279,279,0,1439,1401,38
"05087","05000US05087","Madison County, Arkansas","Madison County, Arkansas","ar","050","00","ACSSF","0000056",,,,,"05","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,21,407,493,43,450,3837,3673,164,3029,2884,145,6601,6312,289,36,36,0,66,66,0,294,294,0
"05089","05000US05089","Marion County, Arkansas","Marion County, Arkansas","ar","050","00","ACSSF","0000057",,,,,"05","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,8,308,273,11,262,3004,2705,299,2798,2648,150,5697,5254,443,10,10,0,10,10,0,100,89,11
"05091","05000US05091","Miller County, Arkansas","Miller County, Arkansas","ar","050","00","ACSSF","0000058",,,,,"05","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,69,1197,919,47,872,10455,9581,874,9535,8818,717,14444,13558,886,4742,4132,610,93,93,0,536,458,78
"05093","05000US05093","Mississippi County, Arkansas","Mississippi County, Arkansas","ar","050","00","ACSSF","0000059",,,,,"05","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244,9,1235,1373,81,1292,10039,8970,1069,9488,8300,1188,11843,10976,867,7006,5690,1316,102,102,0,748,700,48
"05095","05000US05095","Monroe County, Arkansas","Monroe County, Arkansas","ar","050","00","ACSSF","0000060",,,,,"05","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,102,263,0,263,1533,1399,134,1715,1555,160,1898,1768,130,1268,1112,156,29,21,8,77,77,0
"05097","05000US05097","Montgomery County, Arkansas","Montgomery County, Arkansas","ar","050","00","ACSSF","0000061",,,,,"05","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,2,182,181,4,177,1935,1828,107,1461,1420,41,3157,3033,124,0,0,0,13,13,0,160,131,29
"05099","05000US05099","Nevada County, Arkansas","Nevada County, Arkansas","ar","050","00","ACSSF","0000062",,,,,"05","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,23,232,165,23,142,1902,1783,119,1559,1511,48,2316,2222,94,1047,977,70,65,65,0,0,0,0
"05101","05000US05101","Newton County, Arkansas","Newton County, Arkansas","ar","050","00","ACSSF","0000063",,,,,"05","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,0,169,206,0,206,1695,1588,107,1549,1526,23,3062,2944,118,0,0,0,26,26,0,21,21,0
"05103","05000US05103","Ouachita County, Arkansas","Ouachita County, Arkansas","ar","050","00","ACSSF","0000064",,,,,"05","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,18,635,527,0,527,5087,4610,477,5039,4680,359,6049,5693,356,3922,3442,480,4,4,0,238,238,0
"05105","05000US05105","Perry County, Arkansas","Perry County, Arkansas","ar","050","00","ACSSF","0000065",,,,,"05","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,0,271,190,0,190,2307,2193,114,1911,1750,161,4009,3734,275,61,61,0,0,0,0,139,107,32
"05107","05000US05107","Phillips County, Arkansas","Phillips County, Arkansas","ar","050","00","ACSSF","0000066",,,,,"05","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,93,473,491,95,396,3872,3164,708,4094,3554,540,3105,2920,185,4790,3766,1024,5,5,0,96,96,0
